wds_id,discov#,comp,first,last,obs,pa_first,pa_last,sep_first,sep_last,mag1,mag2,spectr,pm1_ra,pm1_dec,pm2_ra,pm2_dec,notes,coord_arcsec_2000,pm1,pm2,rPM,pri_source,sec_source,pri_plx,sec_plx,pri_e_plx,sec_e_plx,pri_gaia_gmag,sec_gaia_gmag,pri_gaia_pmra,pri_gaia_pmdec,sec_gaia_pmra,sec_gaia_pmdec,min_rad_sep_pc,min_rad_sep_au,min_rad_sep_ly
04259-0124,STF 547,AB,1831,2015,41,344,119,4.3,7.6,9.42,12.4,K0,-29.0,31.0,,,L,042553.55-012355.0,42.44997055358225,-1.0,-1.0,,,,,,,,,,,,,,,
04328+2253,KSA 21,AB,2000,2010,2,34,37,6.6,6.5,10.24,11.11,K6,8.0,-12.0,,,K,043249.11+225302.8,14.422205101855956,-1.0,-1.0,,,,,,,,,,,,,,,
04337+7509,SKF2674,AB,1898,2015,9,287,285,8.3,8.4,9.6,12.0,G0+G:,21.0,-39.0,19.0,-37.0,,043344.62+750841.2,44.294469180700204,41.593268686170845,0.06385508568141009,,,,,,,,,,,,,,,
04443+2017,KOH 22,AB,1996,2015,9,160,159,9.9,9.9,9.5,12.0,K1,2.0,-5.0,,,N K,044423.54+201717.5,5.385164807134504,-1.0,-1.0,,,,,,,,,,,,,,,
04533-4555,CPO 124,,1902,2016,8,67,74,5.6,6.0,10.4,11.3,G2V,-33.0,-6.0,,,,045317.97-455452.4,33.54101966249684,-1.0,-1.0,,,,,,,,,,,,,,,
05067+5121,SMA 47,,1903,2019,15,139,135,4.2,5.3,10.2,10.5,,-14.0,22.0,,,,050652.30+512037.0,26.076809620810597,-1.0,-1.0,,,,,,,,,,,,,,,
05071+4910,GAN 1,,1876,2006,2,338,331,5.6,6.6,10.0,10.5,,,,,,X,050760.00+491000.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
05100-4726,RSS 79,,1975,2016,7,209,212,4.6,5.4,9.55,12.0,G8IV,-44.0,-48.0,,,,051002.68-472540.7,65.11528238439882,-1.0,-1.0,,,,,,,,,,,,,,,
05128-1624,GAL 170,,1902,2015,11,67,75,4.8,7.5,10.0,10.5,,-44.0,175.0,-44.0,175.0,V,051250.11-162209.8,180.44666802132977,180.44666802132977,0.0,,,,,,,,,,,,,,,
05138-4912,DAM1328,"AB,C",1991,1999,3,267,268,7.4,7.4,10.84,10.65,G5,31.0,-46.0,31.0,-46.0,,051346.88-491159.9,55.47071299343465,55.47071299343465,0.0,,,,,,,,,,,,,,,
05156+3300,DAM1051,,1998,2015,6,309,305,5.2,5.7,10.7,11.9,,40.0,-2.0,,,,051536.89+325938.5,40.049968789001575,-1.0,-1.0,,,,,,,,,,,,,,,
05192-3903,WG 33,,1904,2015,5,88,80,6.2,6.1,10.12,11.6,G8,-16.0,5.0,,,,051914.95-390238.0,16.76305461424021,-1.0,-1.0,,,,,,,,,,,,,,,
05283+0358,HJ 2266,,1831,2015,9,44,37,4.0,7.4,11.0,11.2,,6.0,-5.0,4.0,-4.0,N,052818.19+035738.2,7.810249675906654,5.656854249492381,0.28629916715693415,,,,,,,,,,,,,,,
05321+3636,BKO 344,AC,1998,2015,7,300,300,8.9,8.9,9.3,12.0,,0.0,-3.0,,,,053201.70+363519.9,3.0,-1.0,-1.0,,,,,,,,,,,,,,,
05398-1510,GAL 197,,1900,2018,11,4,3,5.2,6.0,9.31,10.1,F5,-1.0,-13.0,,,,053943.39-151010.8,13.038404810405298,-1.0,-1.0,,,,,,,,,,,,,,,
05439-4845,CPO 130,"AB,C",1949,2015,4,92,114,4.8,5.7,10.3,11.2,,-22.0,27.0,,,,054353.95-484550.5,34.828149534535996,-1.0,-1.0,,,,,,,,,,,,,,,
05447-0309,DAM1086,AC,1997,2015,7,299,300,5.6,5.6,10.7,12.5,,,,-29.0,12.0,,054443.08-030902.6,-1.0,31.38470965295043,-1.0,,,,,,,,,,,,,,,
05502+3135,J 943,,1913,2015,4,205,254,3.8,5.3,10.88,12.2,,2.0,-3.0,,,,055006.72+313431.4,3.605551275463989,-1.0,-1.0,,,,,,,,,,,,,,,
05572+1750,J 955,,1913,2019,13,75,79,4.0,5.5,9.5,11.0,,-3.0,-3.0,,,,055715.39+174621.4,4.242640687119285,-1.0,-1.0,,,,,,,,,,,,,,,
05587+3836,MLB 829,,1933,2015,7,218,219,4.5,5.5,10.0,11.5,,24.0,39.0,,,,055839.85+383544.3,45.79301256742124,-1.0,-1.0,,,,,,,,,,,,,,,
06072-2216,ARA1638,BC,1920,1920,1,147,147,8.8,8.8,10.36,10.9,,25.0,5.0,,,X,060713.03-221612.6,25.495097567963924,-1.0,-1.0,,,,,,,,,,,,,,,
06145+6339,MLB 193,,1906,2012,3,79,79,6.6,7.0,9.39,11.2,G5,0.0,26.0,,,,061430.05+633923.2,26.0,-1.0,-1.0,,,,,,,,,,,,,,,
06175+4940,ES 1074,AB,1911,2015,10,180,130,6.3,5.6,10.45,12.2,G8V,-31.0,-55.0,,,U,061738.94+493940.2,63.13477647065839,-1.0,-1.0,,,,,,,,,,,,,,,
06195+2555,J 2421,,1943,2006,3,230,220,5.0,6.0,9.88,10.5,,4.0,-15.0,,,,061925.33+255422.4,15.524174696260024,-1.0,-1.0,,,,,,,,,,,,,,,
06263+3802,ES 2564,,1932,2015,8,263,261,5.1,6.3,10.0,11.5,,6.0,-5.0,,,,062555.15+380125.0,7.810249675906654,-1.0,-1.0,,,,,,,,,,,,,,,
06308+1329,J 1950,,1941,2016,9,180,167,4.0,7.1,9.8,10.2,,-19.0,2.0,,,,063053.34+132635.2,19.1049731745428,-1.0,-1.0,,,,,,,,,,,,,,,
06398-0358,WFC 39,,1894,2017,11,293,294,9.0,9.7,10.2,10.32,,-22.0,-30.0,-24.0,-26.0,,063947.36-035823.2,37.20215047547655,35.38361202590826,0.12021175920858625,,,,,,,,,,,,,,,
06537+6253,MLB 195,,1921,2016,10,190,193,6.6,6.4,10.39,12.0,,-3.0,-16.0,,,,065359.71+625510.6,16.278820596099706,-1.0,-1.0,,,,,,,,,,,,,,,
06555+6030,ES 1892,,1904,2019,13,285,290,7.7,7.8,9.99,10.6,,-1.0,-34.0,-4.0,-38.0,,065524.50+602846.4,34.0147027033899,38.2099463490856,0.14699525800946367,,,,,,,,,,,,,,,
06571+2058,J 1979,,1941,2016,9,50,51,5.0,6.8,9.9,10.3,,-1.0,-10.0,-1.0,-12.0,,065700.91+205148.3,10.04987562112089,12.041594578792296,0.19900743804199783,,,,,,,,,,,,,,,
07055+0522,J 2778,,1899,2019,18,310,309,5.9,5.8,10.8,11.4,G8V+K2V,26.0,27.0,26.0,27.0,V,070530.17+052225.1,37.48332962798263,37.48332962798263,0.0,,,,,,,,,,,,,,,
07056-0241,BAL 116,,1893,2016,9,84,91,4.7,5.0,10.9,11.4,,-5.0,-15.0,,,,070534.89-024137.7,15.811388300841896,-1.0,-1.0,,,,,,,,,,,,,,,
07057+5328,ES 901,,1910,2016,8,2,5,5.5,5.0,9.5,11.0,,0.0,-2.0,,,,070544.50+532927.9,2.0,-1.0,-1.0,,,,,,,,,,,,,,,
07104+0535,J 2787,,1945,1945,1,165,165,5.0,5.0,10.5,10.7,,,,,,NX,071015.00+053500.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
07108+3722,ALI 578,,1929,2015,8,4,27,8.3,7.1,11.0,12.3,,-9.0,-35.0,,,,071043.71+372156.5,36.138621999185304,-1.0,-1.0,,,,,,,,,,,,,,,
07150+1052,BRT1227,,1910,2015,12,293,321,4.8,8.1,9.92,11.7,,10.0,-38.0,,,,071503.14+105125.6,39.293765408777,-1.0,-1.0,,,,,,,,,,,,,,,
07153-0033,BAL 785,AB,1896,2017,11,49,99,9.3,6.7,10.01,10.8,G5,-4.0,-7.0,,,,071516.54-003321.6,8.06225774829855,-1.0,-1.0,,,,,,,,,,,,,,,
07186+0328,BKO 28,BC,1999,2016,7,292,306,4.7,5.8,10.45,11.5,,35.0,-117.0,,,,071830.88+032738.3,122.12288892750614,-1.0,-1.0,,,,,,,,,,,,,,,
07190-1803,POM 2,AC,2015,2015,1,153,153,5.6,5.6,10.4,9.3,,,,,,K,071859.91-180241.6,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
07246+0226,BAL1794,,1910,2012,2,227,227,6.3,6.6,10.07,10.3,,-1.0,-23.0,,,,072432.64+022456.5,23.021728866442675,-1.0,-1.0,,,,,,,,,,,,,,,
07262+2359,POU2767,,1909,2015,7,213,216,6.9,6.3,10.19,11.6,,-3.0,-3.0,,,,072605.80+235853.5,4.242640687119285,-1.0,-1.0,,,,,,,,,,,,,,,
07314-0930,J 1492,,1893,2020,14,267,265,9.9,9.1,11.0,11.0,,4.0,-13.0,7.0,-12.0,,073124.96-092856.7,13.601470508735444,13.892443989449804,0.23249527748763857,,,,,,,,,,,,,,,
07321-1216,J 1493,,1902,2016,14,71,76,7.2,6.7,10.9,11.1,,-25.0,-34.0,,,,073205.11-121624.5,42.20189569201838,-1.0,-1.0,,,,,,,,,,,,,,,
07342-5045,BRT 713,,1903,2015,6,149,115,4.1,7.5,11.0,12.7,,3.0,-33.0,,,N,073412.46-504502.9,33.13608305156178,-1.0,-1.0,,,,,,,,,,,,,,,
07344+2415,POU2834,,1902,1902,1,21,21,7.1,7.1,10.3,11.3,,,,,,X,073420.00+241430.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
07459+2000,HJ 2414,,1831,2015,12,244,239,5.0,9.2,10.5,10.5,,-19.0,3.0,-21.0,3.0,,074551.40+200046.4,19.235384061671343,21.213203435596427,0.10397504898200728,,,,,,,,,,,,,,,
07507+0242,BAL1825,,1909,2015,4,77,77,5.5,5.4,9.3,11.1,M0,12.0,-18.0,,,N,075043.78+024214.2,21.633307652783937,-1.0,-1.0,,,,,,,,,,,,,,,
07598-1028,DAM 12,AC,1998,2017,9,223,221,5.8,5.7,11.0,12.0,,-36.0,79.0,,,,075948.69-102839.9,86.81589716175259,-1.0,-1.0,,,,,,,,,,,,,,,
08013-4141,CPO9073,,1999,2016,5,3,2,4.9,5.0,10.5,10.8,B9,-5.0,2.0,,,,080115.37-414039.8,5.385164807134504,-1.0,-1.0,,,,,,,,,,,,,,,
08059+1113,SLE 325,,1911,2015,7,287,288,7.5,7.4,9.62,11.2,,10.0,-5.0,,,,080554.55+113202.2,11.180339887498949,-1.0,-1.0,,,,,,,,,,,,,,,
08102+3347,ANR 1,,1913,2016,16,299,295,5.4,5.4,10.7,11.0,,26.0,-89.0,,,N,081013.05+334630.2,92.72000862812729,-1.0,-1.0,,,,,,,,,,,,,,,
08149+3823,MLB 837,,1933,2015,10,81,88,5.5,6.9,11.0,12.0,,-13.0,3.0,,,,081356.55+382249.2,13.341664064126334,-1.0,-1.0,,,,,,,,,,,,,,,
08172+2623,HJ 781,,1827,2016,18,315,323,2.5,6.1,10.27,10.3,,-23.0,0.0,,,,081718.12+262205.2,23.0,-1.0,-1.0,,,,,,,,,,,,,,,
08245-2146,ARA1449,,1920,2015,5,32,23,4.9,5.4,10.44,12.3,,1.0,3.0,,,,082428.10-214630.7,3.1622776601683795,-1.0,-1.0,,,,,,,,,,,,,,,
08254-3546,SKF 209,,1999,2021,3,138,144,5.1,5.3,10.7,11.9,em?,-50.0,35.0,,,,082521.94-354618.7,61.032778078668514,-1.0,-1.0,,,,,,,,,,,,,,,
08354-2659,B 2660,,1911,2015,6,134,133,7.4,7.8,9.88,12.7,F8,2.0,44.0,8.0,42.0,,083522.01-265850.5,44.04543109109048,42.7551166528639,0.14359163172354764,,,,,,,,,,,,,,,
08356+3116,SEI 505,,1894,1894,1,350,350,8.4,8.4,9.7,11.0,,,,,,NX,083534.33+311550.9,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
08365+2119,DBR 281,,1893,2017,9,314,314,5.9,5.9,9.2,10.4,,,,,,,083627.83+211853.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
08417-4454,CPO 226,,1904,2015,8,344,342,6.1,6.2,9.7,9.9,,10.0,-29.0,,,,084144.62-445448.4,30.675723300355934,-1.0,-1.0,,,,,,,,,,,,,,,
08452+1941,BOV 54,AC,2013,2013,1,287,287,5.3,5.3,10.8,12.6,G5V:,-37.0,-13.0,,,,084513.10+194112.8,39.21734310225516,-1.0,-1.0,,,,,,,,,,,,,,,
08519-6341,HJ 4152,,1835,2015,13,339,340,6.0,7.3,9.21,10.78,G2w,-88.0,-22.0,-77.0,-17.0,V,085152.63-634052.4,90.70832376358854,78.85429601486528,0.13320768670675026,,,,,,,,,,,,,,,
09005+0617,RAB 1,,1914,1914,1,11,11,7.9,7.9,9.0,9.0,,,,,,NX,090012.00+061700.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
09072-0357,A 342,,1894,2018,24,156,152,5.2,5.6,9.33,10.3,G0,-40.0,49.0,,,,090709.69-035714.1,63.25345840347388,-1.0,-1.0,,,,,,,,,,,,,,,
09273+3315,POP 146,,1977,2008,2,320,327,6.7,7.9,10.31,12.3,K0,-25.0,-27.0,,,,092716.24+331510.8,36.796738985948195,-1.0,-1.0,,,,,,,,,,,,,,,
09419-3011,J 1556,,1941,2016,8,15,20,7.0,9.9,10.5,11.0,,29.0,-21.0,29.0,-13.0,,094142.88-301155.6,35.805027579936315,31.78049716414141,0.22343230939117822,,,,,,,,,,,,,,,
09450+4314,STF1376,AB,1828,2017,54,316,309,5.0,5.4,9.07,9.05,F5V,-9.0,-119.0,-8.0,-85.0,,094501.10+431339.8,119.33985084622823,85.37564055396598,0.2850238412583448,,,,,,,,,,,,,,,
09541-3637,JSP 358,,1913,2010,10,309,307,5.0,5.1,9.39,10.52,A0IV,33.0,-26.0,,,,095404.26-363659.2,42.01190307520001,-1.0,-1.0,,,,,,,,,,,,,,,
09573-3140,PRO 93,,1911,2015,6,15,14,4.9,5.0,10.5,11.0,,-29.0,-32.0,,,,095715.76-314007.1,43.18564576337837,-1.0,-1.0,,,,,,,,,,,,,,,
10016+5424,STI2239,,1914,2016,14,145,146,4.7,5.2,10.42,12.0,,-8.0,41.0,,,N,100133.77+542404.4,41.773197148410844,-1.0,-1.0,,,,,,,,,,,,,,,
10057+8042,WFC 91,,1899,2018,16,271,272,8.2,8.5,10.16,10.23,F8,-8.0,-20.0,-10.0,-20.0,,100543.23+804133.0,21.540659228538015,22.360679774997898,0.09284766908852593,,,,,,,,,,,,,,,
10127-6413,DAM 796,"AB,D",1996,2015,4,30,30,7.7,7.9,9.05,10.5,K0III,-14.0,10.0,,,,101242.84-641258.8,17.204650534085253,-1.0,-1.0,,,,,,,,,,,,,,,
10199+7222,UC 1913,,1999,2016,11,7,7,9.1,9.1,10.7,12.2,,-169.0,-44.0,-155.0,-17.0,V,101956.03+722201.5,174.6339027795004,155.92947123619703,0.17415754997981558,,,,,,,,,,,,,,,
10201+4743,ES 915,AB,1910,2015,11,167,172,5.8,5.9,10.5,12.5,,-5.0,-1.0,,,,102008.14+474304.1,5.0990195135927845,-1.0,-1.0,,,,,,,,,,,,,,,
10241+4034,ES 1394,,1893,2021,20,144,145,6.2,6.7,9.0,10.1,G5,15.0,-77.0,,,,102404.98+403347.8,78.44743462982075,-1.0,-1.0,,,,,,,,,,,,,,,
10473-6006,COO 116,AC,1892,2015,7,276,276,8.3,8.5,10.0,10.6,O9V,31.0,0.0,,,,104716.42-600540.0,31.0,-1.0,-1.0,,,,,,,,,,,,,,,
11116-2031,UC 2096,,1998,2015,5,83,82,8.5,8.5,10.4,11.7,,78.0,-39.0,76.0,-38.0,V,111136.90-203107.7,87.20665112249179,84.970583144992,0.025641025641025644,,,,,,,,,,,,,,,
11132+3543,ES 181,,1905,2021,19,143,145,5.4,5.4,10.56,12.2,,-22.0,7.0,,,,111309.78+354401.0,23.08679276123039,-1.0,-1.0,,,,,,,,,,,,,,,
11198-1247,J 1573,,1903,2016,14,215,214,9.0,9.2,10.0,11.0,,-45.0,36.0,-56.0,28.0,,111948.96-124649.2,57.62811813689564,62.609903369994115,0.23602142406290522,,,,,,,,,,,,,,,
11205+1841,TDS7797,,1991,1991,1,251,251,6.0,6.0,10.58,11.61,,14.0,10.0,,,X,112029.26+184043.2,17.204650534085253,-1.0,-1.0,,,,,,,,,,,,,,,
11282+3313,SEI 524,,1894,1894,1,154,154,8.1,8.1,11.0,11.0,,,,,,NX,112812.49+331248.7,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
11301-6203,POM 8,AB,2016,2016,1,339,339,5.7,5.7,9.5,11.1,,,,,,K,113007.41-620312.8,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
12033-0123,BAL 866,,1892,2016,15,351,353,9.4,9.1,10.4,11.0,,-14.0,-10.0,-15.0,-15.0,,120319.04-012312.4,17.204650534085253,21.213203435596427,0.29637448918190956,,,,,,,,,,,,,,,
12149-0051,BAL 867,,1896,2016,12,356,357,6.3,6.6,10.8,11.3,,8.0,-20.0,3.0,-19.0,,121456.50-005114.5,21.540659228538015,19.235384061671343,0.23671603823699966,,,,,,,,,,,,,,,
12189-2130,LDS 403,,1920,2016,11,162,164,6.8,6.9,10.7,12.48,,-238.0,36.0,-238.0,36.0,N,121850.52-213110.4,240.7072911234722,240.7072911234722,0.0,,,,,,,,,,,,,,,
12278-3025,BRT2994,,1913,2016,7,126,126,4.6,5.2,10.14,10.2,,-7.0,36.0,,,,122744.21-302520.3,36.6742416417845,-1.0,-1.0,,,,,,,,,,,,,,,
12281+5949,UC 172,AB,1999,2016,11,121,120,5.8,5.9,10.7,10.8,,45.0,-45.0,,,V,122803.64+594839.8,63.63961030678928,-1.0,-1.0,,,,,,,,,,,,,,,
12282+3641,STF1646,,1832,2017,23,254,260,5.3,5.6,10.3,12.9,F5,31.0,-18.0,,,,122809.12+364102.1,35.84689665786984,-1.0,-1.0,,,,,,,,,,,,,,,
12544+2552,SDK 161,AC,1999,2015,8,88,88,7.6,7.6,10.8,12.84,M,-98.0,80.0,-107.0,75.0,T K,125420.21+255140.8,126.50691680694776,130.66751700403586,0.08138393062490291,,,,,,,,,,,,,,,
12547-7551,NZO 33,,1941,2016,10,2,0,5.3,5.2,10.4,10.6,,-39.0,-42.0,,,,125439.97-755035.7,57.3149195236284,-1.0,-1.0,,,,,,,,,,,,,,,
12599-4856,CPO 357,,1900,2015,7,129,81,6.3,6.0,10.2,12.1,G5,-57.0,-50.0,,,,125954.22-485618.7,75.82216034906945,-1.0,-1.0,,,,,,,,,,,,,,,
13005+0304,BAL2394,,1910,2016,13,218,217,6.3,5.4,11.0,11.2,,-81.0,62.0,,,,130029.50+030323.1,102.00490184299969,-1.0,-1.0,,,,,,,,,,,,,,,
13515-1641,GWP2105,AB,1954,2016,7,125,121,6.9,6.8,9.5,11.1,,-122.0,-6.0,-123.0,-10.0,V K,135130.19-164105.8,122.14745187681976,123.40583454602137,0.03375515053540067,,,,,,,,,,,,,,,
13591-6554,MLO 55,,1893,2015,5,156,194,3.1,6.4,9.9,11.8,,1.0,35.0,,,R,135910.19-655324.4,35.014282800023196,-1.0,-1.0,,,,,,,,,,,,,,,
14061+0439,GWP2218,,1950,2016,18,248,247,6.1,6.5,9.4,12.3,,-184.0,222.0,,,V K,140606.53+043851.9,288.3400769924292,-1.0,-1.0,,,,,,,,,,,,,,,
14093+1455,GWP2245,AB,1950,2016,11,355,352,7.9,7.3,10.0,12.9,,-72.0,-121.0,-72.0,-121.0,VWK,140915.94+145509.6,140.80127840328723,140.80127840328723,0.0,,,,,,,,,,,,,,,
14124+1335,HJ 234,,1825,2018,15,350,336,2.0,8.1,9.9,11.0,,-54.0,-41.0,,,N,141226.67+133437.7,67.80117993073571,-1.0,-1.0,,,,,,,,,,,,,,,
14164-5225,RST 692,AB,1929,2016,8,320,11,4.4,5.3,9.7,12.15,G2V,-53.0,-30.0,-50.0,-27.0,,141625.30-522500.9,60.90155991434045,56.824290580701486,0.06966390833152161,,,,,,,,,,,,,,,
14170-1626,HJ 1249,AB,1828,2018,22,155,164,5.0,5.2,9.05,10.8,M4/5III,-17.0,-4.0,,,,141659.36-162620.3,17.46424919657298,-1.0,-1.0,,,,,,,,,,,,,,,
14222+5452,HJ 2717,,1831,2021,15,297,296,5.0,9.5,10.4,11.2,,-45.0,5.0,-50.0,5.0,,142209.57+545200.8,45.27692569068709,50.24937810560445,0.11043152607484653,,,,,,,,,,,,,,,
14224+5225,ES 738,,1909,2017,11,311,311,6.5,5.5,9.94,12.9,,19.0,-12.0,,,,142227.61+522317.9,22.47220505424423,-1.0,-1.0,,,,,,,,,,,,,,,
14535+1339,HJ 242,,1825,2015,13,320,285,10.0,8.6,10.8,11.9,,12.0,-3.0,,,,145329.65+133911.7,12.36931687685298,-1.0,-1.0,,,,,,,,,,,,,,,
15156-3005,RST1829,,1931,2021,7,16,46,4.1,6.6,10.7,12.8,,-50.0,-15.0,,,,151532.09-300533.6,52.20153254455275,-1.0,-1.0,,,,,,,,,,,,,,,
15199-2802,KSA 70,AB,1998,2015,3,328,329,9.0,9.2,10.33,11.39,K5,-31.0,-44.0,-33.0,-30.0,K,151952.95-280226.6,53.823786563191554,44.598206241955516,0.26274880543990425,,,,,,,,,,,,,,,
15224+0704,GWP2517,,1994,2016,11,55,54,8.4,8.6,10.5,11.5,,-60.0,24.0,-59.0,39.0,V K,152226.58+070357.3,64.62197768561404,70.7248188403477,0.23263442124148387,,,,,,,,,,,,,,,
15266+2749,UC 3004,,1999,2021,12,130,130,6.8,6.8,10.8,11.1,,-48.0,-212.0,-39.0,-209.0,V,152638.84+274928.5,217.3660507070964,212.60761980700502,0.043644501750131945,,,,,,,,,,,,,,,
15304+4542,ROE 48,,1893,2017,13,223,220,8.5,8.6,10.2,10.5,,-49.0,-30.0,,,,153024.14+454203.9,57.4543296888929,-1.0,-1.0,,,,,,,,,,,,,,,
15403+3019,BRT 253,,1902,2015,12,266,268,4.5,5.4,10.09,11.31,,-15.0,-1.0,-15.0,-2.0,V,154016.99+301847.6,15.033296378372908,15.132745950421556,0.06651901052377393,,,,,,,,,,,,,,,
15474-4235,HJ 4802,,1835,2016,8,285,283,2.3,5.0,10.4,11.8,G5/8,58.0,-8.0,,,,154723.66-423432.1,58.54912467321779,-1.0,-1.0,,,,,,,,,,,,,,,
15574-2435,LDS4609,AB,1960,2015,4,200,218,5.0,5.7,10.38,10.9,,131.0,12.0,,,,155727.55-243524.4,131.54847015454038,-1.0,-1.0,,,,,,,,,,,,,,,
16045-1905,LAF 103,AD,1998,2015,4,321,322,9.8,10.0,9.28,10.47,M3,-2.0,-4.0,,,V K,160428.39-190441.4,4.47213595499958,-1.0,-1.0,,,,,,,,,,,,,,,
16064-5043,POM 16,AC,2016,2016,1,193,193,7.8,7.8,9.6,12.4,,,,,,U K,160625.78-504322.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
16138-1835,PRA 4,,1999,2015,4,355,356,7.3,7.5,9.91,12.61,M1.5,-3.0,-41.0,,,K,161347.50-183500.4,41.10960958218893,-1.0,-1.0,,,,,,,,,,,,,,,
16206-5044,POM 17,,2016,2016,1,201,201,9.1,9.1,9.3,12.1,,,,,,K,162037.82-504349.6,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
16232+6017,ES 1827,,1920,2015,11,38,37,5.2,5.1,10.2,12.1,,-16.0,-27.0,,,,162311.12+601829.5,31.38470965295043,-1.0,-1.0,,,,,,,,,,,,,,,
16257+0337,BAL2413,,1989,2015,8,87,86,5.6,5.4,9.9,12.5,K2,24.0,5.0,,,,162541.04+033654.0,24.515301344262525,-1.0,-1.0,,,,,,,,,,,,,,,
16263-2409,REP 37,,1989,2017,10,358,358,5.1,5.1,9.48,11.84,M4,-1.0,-47.0,,,K,162620.99-240852.5,47.01063709417264,-1.0,-1.0,,,,,,,,,,,,,,,
16266-2416,DCH 96,AD,1999,2015,4,153,152,9.1,9.0,9.59,9.9,M0,-16.0,-34.0,,,K,162636.83-241551.9,37.57658845611187,-1.0,-1.0,,,,,,,,,,,,,,,
16275-2433,DCH 78,,1999,2010,4,194,196,7.8,7.6,10.96,12.96,,,,,,K,162732.85-243234.8,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
16315-1254,PRZ 2,,1908,1989,3,59,237,6.5,6.5,9.2,9.5,,,,,,X,163112.00-125400.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
17094+3531,DAM 913,,1998,2016,6,86,87,6.5,6.6,10.1,12.7,,-18.0,-16.0,,,,170923.02+353116.5,24.08318915758459,-1.0,-1.0,,,,,,,,,,,,,,,
17095-2612,SKF2521,AB,1912,2015,8,45,45,7.6,7.4,10.2,10.2,F8,0.0,-22.0,-1.0,-24.0,V,170932.44-261228.7,22.0,24.020824298928627,0.10163945352271772,,,,,,,,,,,,,,,
17207-4443,CPO 519,,1902,2018,5,222,223,6.1,5.7,9.61,11.0,,-1.0,-1.0,,,,172038.24-444309.2,1.4142135623730951,-1.0,-1.0,,,,,,,,,,,,,,,
17338+0613,TDT 416,,1991,1991,1,48,48,5.3,5.3,10.97,11.81,,0.0,-2.0,,,X,173350.43+061255.4,2.0,-1.0,-1.0,,,,,,,,,,,,,,,
17372+2754,KUI 83,"AB,C",1897,2015,17,63,65,9.2,9.5,9.35,11.61,M0V:p,-94.0,228.0,-86.0,239.0,NV,173710.76+275347.1,246.61711213944582,254.0019684963091,0.05515217654906568,,,,,,,,,,,,,,,
17394+0103,GIC 147,,1954,2016,11,109,114,7.6,7.4,10.5,12.0,K6+M3,-290.0,-271.0,-290.0,-271.0,N,173919.15+010309.9,396.9143484430866,396.9143484430866,0.0,,,,,,,,,,,,,,,
17399-1511,FOX 206,,1908,2015,7,11,7,7.3,7.2,10.7,11.7,,1.0,-5.0,,,,173954.64-151206.7,5.0990195135927845,-1.0,-1.0,,,,,,,,,,,,,,,
17549-6513,HJ 4980,,1835,2015,7,139,66,6.2,9.8,9.64,12.4,F5,-9.0,-54.0,,,,175451.06-651242.8,54.74486277268398,-1.0,-1.0,,,,,,,,,,,,,,,
17591+1613,J 1135,AB,1915,2015,10,171,174,4.0,6.7,9.81,12.8,,-1.0,-2.0,,,,180026.12+161401.5,2.23606797749979,-1.0,-1.0,,,,,,,,,,,,,,,
18053-0823,J 1645,,1941,2015,9,350,4,4.0,5.5,9.5,11.5,,,,2.0,43.0,,180427.90-082532.7,-1.0,43.04648650006177,-1.0,,,,,,,,,,,,,,,
18136-1536,BU 131,BC,1880,2005,17,278,310,4.6,6.2,9.3,11.75,,,,,,,181335.30-153553.7,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,
18147+5635,BU 1274,BD,1878,2018,18,6,5,6.0,5.3,9.8,10.4,,-1.0,20.0,2.0,21.0,N,181431.41+563426.9,20.024984394500787,21.095023109728988,0.15791661046371636,,,,,,,,,,,,,,,
18199+1013,J 2910,,1910,2018,14,1,5,6.1,5.8,11.0,11.0,,-3.0,-22.0,3.0,-20.0,,181952.01+101127.2,22.20360331117452,20.223748416156685,0.28484364594794254,,,,,,,,,,,,,,,
18210+3630,ES 2110,,1924,2020,12,99,96,5.9,6.5,9.3,10.8,F5,-13.0,3.0,,,,182058.41+363018.9,13.341664064126334,-1.0,-1.0,,,,,,,,,,,,,,,
18223-1437,J 519,AB,1906,2015,12,151,198,5.7,7.5,10.68,12.2,O7.5V,2.0,36.0,,,N,182222.30-143708.4,36.05551275463989,-1.0,-1.0,,,,,,,,,,,,,,,
18300+0113,HCH 9,AB,2000,2005,4,354,354,5.2,5.2,9.8,10.4,,-20.0,55.0,,,K,182957.80+011252.0,58.52349955359813,-1.0,-1.0,,,,,,,,,,,,,,,
